region_code,region,dwelling_type,country,growth_1Y_ann,growth_3Y_ann,growth_5Y_ann,latest_index,latest_period,n_obs,avg_monthly_rent,avg_price_sqm,estimated_price,gross_yield_pct,permits_per_1000_stock,permits_rolling3y,completion_ratio,permit_momentum_yoy,volatility_qoq,national_avg_psqm,national_avg_yield,yield_premium,price_vs_national,supply_tightening,index_gap,_y1,_y2,_y3,_y4,_g1,_g2,_g3,_g4,_g5,_r1,_r2_raw,_r2,yield_score_raw,growth_score_raw,risk_score,composite_raw,risk_adjustment,composite_adj,yield_score,growth_score,composite_score,yield_pct_rank,growth_pct_rank,composite_pct_rank
34,Innlandet,Detached houses,NO,4.38748335552599,1.3517214199372463,4.768894094207132,136.33838946527464,2024Q4,60,9002.666666666666,19856.2,1389934.0,7.77,5.07,602.0,0.894,14.95,1.341339494248808,35871.33333333333,5.595,2.175,0.5535395022952405,-14.95,24.587286210401004,0.8923766816143497,0.8923766816143497,0.9518072289156626,1.0,0.6788903084830316,0.6611787356870813,0.9518072289156626,0.6907272235739389,0.632625478056549,0.16508902726811714,0.0,0.5,0.9204062888324598,0.7256030078370127,0.2990534163608703,0.8230046483347362,0.9252366459097824,0.7614740603933913,92.0,72.6,76.1,86.2,86.2,95.0
34,Innlandet,Semi-detached / terraced,NO,5.769965609476491,0.9448412401670714,4.588211727894453,144.4166064314868,2024Q4,60,9002.666666666666,19856.2,1389934.0,7.77,5.07,602.0,0.894,14.95,1.6415302782991614,35871.33333333333,5.595,2.175,0.5535395022952405,-14.95,16.50906924418885,0.8923766816143497,0.8923766816143497,0.9518072289156626,1.0,0.8657155088738093,0.5639332815535901,0.9518072289156626,0.6907272235739389,0.4247747284308082,0.8118181203637985,0.0,0.5,0.9204062888324598,0.745895389477838,0.6870908722182791,0.8331508391551489,0.8282272819454302,0.6900382549640233,92.0,74.6,69.0,86.2,92.5,82.5
42,Agder,All dwelling types,NO,4.403680342572769,0.46619851176727956,4.98868258629892,133.64444444444445,2024Q4,60,11003.333333333334,33422.21666666667,2339555.1666666665,5.64,6.27,915.0,0.86,4.6,1.671452554593359,35871.33333333333,5.595,0.04499999999999993,0.9317249614362445,-4.6,27.281231231231203,0.4147982062780268,0.4147982062780268,0.7911646586345382,0.7527594911947483,0.6810791288762731,0.4495363858453197,0.7911646586345382,0.9705325763719923,0.7019400922061912,0.8762824798288071,0.0,0.5,0.5407656894868373,0.6762419901527515,0.7257694878972842,0.6085038398197944,0.818557628025679,0.4980954597674086,54.1,67.6,49.8,56.2,77.5,50.0
42,Agder,Apartments,NO,4.209503350212285,1.8479330245709802,5.135442600040241,150.9185185185185,2024Q4,60,11003.333333333334,33422.21666666667,2339555.1666666665,5.64,6.27,915.0,0.86,4.6,1.4446498304633804,35871.33333333333,5.595,0.04499999999999993,0.9317249614362445,-4.6,10.007157157157138,0.4147982062780268,0.4147982062780268,0.7911646586345382,0.7527594911947483,0.6548385348973178,0.7797746399313533,0.7911646586345382,0.9705325763719923,0.25748195739696883,0.3876601506915901,0.0,0.5,0.5407656894868373,0.7051715323007034,0.43259609041495406,0.6229686108937704,0.8918509773962615,0.5555951645128004,54.1,70.5,55.6,56.2,82.5,67.5
42,Agder,Detached houses,NO,3.1192249537996153,0.24009696002242897,3.890356468914047,136.39999999999998,2024Q4,60,11003.333333333334,33422.21666666667,2339555.1666666665,5.64,6.27,915.0,0.86,4.6,1.4224760909276644,35871.33333333333,5.595,0.04499999999999993,0.9317249614362445,-4.6,24.52567567567567,0.4147982062780268,0.4147982062780268,0.7911646586345382,0.7527594911947483,0.5075010343185755,0.39549750862074085,0.7911646586345382,0.9705325763719923,0.6310402525196435,0.3398891889485806,0.0,0.5,0.5407656894868373,0.5948899537827579,0.4039335133691484,0.5678278216347976,0.8990166216577129,0.5104866498893741,54.1,59.5,51.0,56.2,52.5,52.5
42,Agder,Semi-detached / terraced,NO,6.0073298985499735,1.979885033278661,5.5284197831157345,147.83703703703705,2024Q4,60,11003.333333333334,33422.21666666667,2339555.1666666665,5.64,6.27,915.0,0.86,4.6,1.5649305155287503,35871.33333333333,5.595,0.04499999999999993,0.9317249614362445,-4.6,13.0886386386386,0.4147982062780268,0.4147982062780268,0.7911646586345382,0.7527594911947483,0.8977923263121876,0.8113115238804628,0.7911646586345382,0.9705325763719923,0.3367677996270869,0.6467920844561049,0.0,0.5,0.5407656894868373,0.806018164506197,0.588075250673663,0.6733919269965172,0.8529811873315842,0.5743906454289928,54.1,80.6,57.4,56.2,97.5,75.0
46,Vestland,All dwelling types,NO,3.0637643118975433,0.1939527031568966,4.085291429910387,142.3375,2024Q4,60,13204.0,53077.183333333334,3715402.8333333335,4.26,12.18,2204.0,0.758,40.5,1.4742362813567231,35871.33333333333,5.595,-1.335,1.4796545988440168,-40.5,18.588175675675643,0.10538116591928245,0.10538116591928245,0.0,0.39454793369627383,0.5000062216310727,0.3844689074805334,0.0,0.0,0.47826968061440367,0.4514010100744082,0.0,0.5,0.12767994790197468,0.31894637250244917,0.4708406060446449,0.22331316020221192,0.8822898484888387,0.19702693428037332,12.8,31.9,19.7,16.2,5.0,7.5
46,Vestland,Apartments,NO,4.121437529732308,-0.2205443560087228,4.666099105605581,150.475,2024Q4,60,13204.0,53077.183333333334,3715402.8333333335,4.26,12.18,2204.0,0.758,40.5,1.6381566168115964,35871.33333333333,5.595,-1.335,1.4796545988440168,-40.5,10.450675675675654,0.10538116591928245,0.10538116591928245,0.0,0.39454793369627383,0.6429375397765956,0.28540299874463715,0.0,0.0,0.26889359154006576,0.8045499257682617,0.0,0.5,0.12767994790197468,0.3232682477619743,0.6827299554609569,0.2254740978319745,0.8293175111347608,0.18698961763936867,12.8,32.3,18.7,16.2,7.5,5.0
46,Vestland,Detached houses,NO,5.263919714368415,1.222553721353803,4.49650785704141,136.35625,2024Q4,60,13204.0,53077.183333333334,3715402.8333333335,4.26,12.18,2204.0,0.758,40.5,1.556999400061699,35871.33333333333,5.595,-1.335,1.4796545988440168,-40.5,24.56942567567566,0.10538116591928245,0.10538116591928245,0.0,0.39454793369627383,0.7973297299675423,0.630307309324608,0.0,0.0,0.6321659304178923,0.6297053403394604,0.0,0.5,0.12767994790197468,0.499858825861581,0.5778232042036762,0.3137693868817778,0.855544198949081,0.26844357875451486,12.8,50.0,26.8,16.2,37.5,18.8
46,Vestland,Semi-detached / terraced,NO,-0.6362168834868509,-0.7530406230257913,3.8702435042301087,130.8,2024Q4,60,13204.0,53077.183333333334,3715402.8333333335,4.26,12.18,2204.0,0.758,40.5,1.4932643040679692,35871.33333333333,5.595,-1.335,1.4796545988440168,-40.5,30.125675675675637,0.10538116591928245,0.10538116591928245,0.0,0.39454793369627383,0.0,0.1581349628827945,0.0,0.0,0.7751270234955312,0.4923948597369747,0.0,0.5,0.12767994790197468,0.11704644307025175,0.49543691584218486,0.12236319548611321,0.8761407710394538,0.10720738444005463,12.8,11.7,10.7,16.2,2.5,2.5
50,Trøndelag,All dwelling types,NO,5.374748731693324,2.240574249646299,5.7053086180893775,142.04401577406634,2024Q4,60,12803.666666666666,42559.63333333333,2979174.333333333,5.16,10.2,1633.0,0.76,33.33,1.4123419284863254,35871.33333333333,5.595,-0.4349999999999996,1.1864525061794935,-33.33,18.88165990160931,0.30717488789237674,0.30717488789237674,0.2650602409638555,0.5862301700725628,0.8123068866808902,0.8736169457068447,0.2650602409638555,0.19383617193836175,0.4858209653371073,0.3180562146095947,0.0,0.5,0.3406102508337004,0.6236894086853407,0.39083372876575684,0.4821498297595206,0.9022915678085608,0.4350397258123485,34.1,62.4,43.5,36.2,67.5,42.5
50,Trøndelag,Apartments,NO,3.817283046503128,-0.3849893744624744,3.182790706690364,146.33430375561488,2024Q4,60,12803.666666666666,42559.63333333333,2979174.333333333,5.16,10.2,1633.0,0.76,33.33,1.3229474462535074,35871.33333333333,5.595,-0.4349999999999996,1.1864525061794935,-33.33,14.591371920060766,0.30717488789237674,0.30717488789237674,0.2650602409638555,0.5862301700725628,0.6018348622437241,0.24610019832669056,0.2650602409638555,0.19383617193836175,0.37543279715532285,0.12546531744037703,0.0,0.5,0.3406102508337004,0.38210619646911564,0.2752791904642262,0.361358223651408,0.9311802023839435,0.33648962383282044,34.1,38.2,33.6,36.2,12.5,27.5
50,Trøndelag,Detached houses,NO,3.903240716963685,0.2533668735950956,4.046854981794423,130.52152805219313,2024Q4,60,12803.666666666666,42559.63333333333,2979174.333333333,5.16,10.2,1633.0,0.76,33.33,1.5161152300667113,35871.33333333333,5.595,-0.4349999999999996,1.1864525061794935,-33.33,30.404147623482515,0.30717488789237674,0.30717488789237674,0.2650602409638555,0.5862301700725628,0.613450967233881,0.39866905355176957,0.2650602409638555,0.19383617193836175,0.7822920455967561,0.5416247476374779,0.0,0.5,0.3406102508337004,0.46499997186608366,0.5249748485824868,0.40280511134989205,0.8687562878543783,0.3499394732651017,34.1,46.5,35.0,36.2,27.5,30.0
50,Trøndelag,Semi-detached / terraced,NO,3.155118676576363,0.9007220291554097,4.353076292383906,138.79242909331376,2024Q4,60,12803.666666666666,42559.63333333333,2979174.333333333,5.16,10.2,1633.0,0.76,33.33,1.4197588593029506,35871.33333333333,5.595,-0.4349999999999996,1.1864525061794935,-33.33,22.133246582361892,0.30717488789237674,0.30717488789237674,0.2650602409638555,0.5862301700725628,0.512351622404878,0.5533886718032116,0.2650602409638555,0.19383617193836175,0.5694835770117228,0.33403520262471253,0.0,0.5,0.3406102508337004,0.4470142588802898,0.40042112157482757,0.3938122548569951,0.8998947196062931,0.3543895686620577,34.1,44.7,35.4,36.2,25.0,32.5
55,Troms,All dwelling types,NO,4.504091653027809,0.504110942428504,3.6600162284871507,133.02638569151762,2024Q4,60,10203.0,26858.783333333333,1880114.8333333333,6.51,6.84,527.0,0.761,28.36,1.474310694600224,35871.33333333333,5.595,0.915,0.7487534149831807,-28.36,27.89928998415803,0.6098654708520179,0.6098654708520179,0.714859437751004,0.8723779935684013,0.6946484626913422,0.4585975584466436,0.714859437751004,0.32819680994863476,0.7178426082745146,0.4515613254872743,0.0,0.5,0.6702411426392727,0.6053521809261464,0.4709367952923646,0.6377966617827096,0.8822658011769089,0.5627061827956802,67.0,60.5,56.3,66.2,62.5,72.5
55,Troms,Apartments,NO,1.9187102633968944,1.2797000999647423,4.083190312114993,149.6182251898457,2024Q4,60,10203.0,26858.783333333333,1880114.8333333333,6.51,6.84,527.0,0.761,28.36,1.4028289696855873,35871.33333333333,5.595,0.915,0.7487534149831807,-28.36,11.307450485829946,0.6098654708520179,0.6098654708520179,0.714859437751004,0.8723779935684013,0.34526647617820655,0.6439654470673809,0.714859437751004,0.32819680994863476,0.29093821937017506,0.2975615573957811,0.0,0.5,0.6702411426392727,0.4867200189112993,0.37853693443746866,0.578480580775286,0.9053657663906328,0.5237365143557151,67.0,48.7,52.4,66.2,30.0,55.0
55,Troms,Detached houses,NO,5.282185177746523,-0.2719467005621534,4.355429120513965,131.05136511838666,2024Q4,60,10203.0,26858.783333333333,1880114.8333333333,6.51,6.84,527.0,0.761,28.36,1.586619023399953,35871.33333333333,5.595,0.915,0.7487534149831807,-28.36,29.874310557288993,0.6098654708520179,0.6098654708520179,0.714859437751004,0.8723779935684013,0.7997980790881869,0.2731177005459192,0.714859437751004,0.32819680994863476,0.7686594541661913,0.6935176662240939,0.0,0.5,0.6702411426392727,0.6008662667790287,0.6161105997344564,0.6355537047091506,0.8459723500663859,0.537660861166198,67.0,60.1,53.8,66.2,58.8,60.0
55,Troms,Semi-detached / terraced,NO,5.886904378103042,1.687337539862055,4.69273096105407,136.85142553568267,2024Q4,60,10203.0,26858.783333333333,1880114.8333333333,6.51,6.84,527.0,0.761,28.36,1.4663157805592915,35871.33333333333,5.595,0.915,0.7487534149831807,-28.36,24.074250139992984,0.6098654708520179,0.6098654708520179,0.714859437751004,0.8723779935684013,0.8815183221248852,0.7413918884020728,0.714859437751004,0.32819680994863476,0.6194251725602543,0.43433713413367514,0.0,0.5,0.6702411426392727,0.7316134706453177,0.4606022804802051,0.7009273066422952,0.8848494298799487,0.6202151276697229,67.0,73.2,62.0,66.2,90.0,77.5
